# runner=cc fixture=/Users/airm5/Documents/code/stylo-cc/fixtures/ba.stylebench
# TIME_MS=8.725000143051147 TIME_MUT_MS=17.486000061035156 elements=20002 TIME_LEVELS=0.30500006675720215 TIME_SHARE=1.3640000820159912 TIME_MATCH=6.069999933242798 TIME_INHERIT=0.7850000858306885 LAST_MATCH=0.009999990463256836 LAST_SHARE=0.026000022888183594 LAST_INHERIT=0.012000083923339844 LAST_DIRTY=0 SUM_DIRTY=11582 WORKERS=10/10 MUT_FANOUT=5.140000104904175 SRC=480 CAND=54232 RULES=18706 MUT_BLOOMS=1.4839999675750732 MUT_SIG=0.7909998893737793 MUT_CANON=2.296999931335449 MUT_MATCH=4.809999704360962 MUT_COPY=0.5310003757476807 MUT_INHERIT=0.5 canons=12302 depth=6 rules=5002 univ=79
0	div	id=testroot	disp=block	pos=static	w=auto	h=auto	minw=auto	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=0,0,0,0
11	elem3	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
11	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=206,184,10,255	content=""
11	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,233,78,255	content=""
12	elem5	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=142,218,47,255
12	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=192,196,59,255	content=""
13	elem6	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=107,83,18,255
13	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=251,117,240,255	content=""
13	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=90,183,238,255	content=""
14	elem2	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=241,45,174,255
14	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=220,185,214,255	content=""
14	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=88,149,95,255	content=""
15	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
15	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
15	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
16	elem1	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
16	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,17,116,255	content=""
16	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=82,184,112,255	content=""
17	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
17	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=62,80,12,255	content=""
17	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
18	elem5	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
18	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=192,196,59,255	content=""
19	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
19	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
19	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
20	elem3	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=81,192,25,255
20	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=206,184,10,255	content=""
20	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,233,78,255	content=""
21	elem0	id=id2	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
21	::before	id=id2	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
21	::after	id=id2	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
22	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
22	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=225,82,231,255	content=""
22	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
23	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
23	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
23	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
24	elem3	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
24	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=206,184,10,255	content=""
24	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,233,78,255	content=""
25	elem1	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
25	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,17,116,255	content=""
25	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=82,184,112,255	content=""
26	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
26	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=110,99,243,255	content=""
26	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
27	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
27	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
27	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
28	elem2	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=241,45,174,255
28	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=220,185,214,255	content=""
28	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=88,149,95,255	content=""
29	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=31,190,68,255
29	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
29	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=17,64,90,255	content=""
30	elem0	id=id3	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
30	::before	id=id3	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
30	::after	id=id3	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
31	elem4	id=id4	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=122,84,225,255
31	::before	id=id4	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=40,66,189,255	content=""
32	elem6	id=id5	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=107,83,18,255
32	::before	id=id5	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=251,117,240,255	content=""
32	::after	id=id5	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=90,183,238,255	content=""
33	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
33	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
33	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
34	elem1	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
34	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,17,116,255	content=""
34	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=82,184,112,255	content=""
35	elem2	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=241,45,174,255
35	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=220,185,214,255	content=""
35	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=88,149,95,255	content=""
36	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
36	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=75,54,5,255	content=""
36	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
37	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
37	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=75,54,5,255	content=""
37	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
38	elem1	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
38	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,17,116,255	content=""
38	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=82,184,112,255	content=""
39	elem6	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=107,83,18,255
39	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=251,117,240,255	content=""
39	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=90,183,238,255	content=""
40	elem6	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=107,83,18,255
40	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=251,117,240,255	content=""
40	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=90,183,238,255	content=""
41	elem0	id=id6	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=31,190,68,255
41	::before	id=id6	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
41	::after	id=id6	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=17,64,90,255	content=""
42	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
42	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
42	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
43	elem1	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
43	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,17,116,255	content=""
43	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=82,184,112,255	content=""
44	elem3	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
44	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=206,184,10,255	content=""
44	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,233,78,255	content=""
45	elem5	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=69,223,92,255
45	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=88,40,70,255	content=""
46	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
46	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
46	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
47	elem0	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=70,32,138,255
47	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=38,19,188,255	content=""
47	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=253,85,41,255	content=""
48	elem2	id=id7	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=238,152,100,255
48	::before	id=id7	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=220,185,214,255	content=""
48	::after	id=id7	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=88,127,111,255	content=""
49	elem7	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
49	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=154,249,171,255	content=""
50	elem3	id=-	disp=inline-block	pos=static	w=auto	h=10px	minw=10px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=164,188,235,255
50	::before	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=206,184,10,255	content=""
50	::after	id=-	disp=inline-block	pos=static	w=auto	h=auto	minw=5px	fs=10px	lh=10px	fw=400	vis=visible	color=rgb(0, 0, 0)	bg=161,233,78,255	content=""
